Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,GroupCount,sum_SRR8175836_1,sum_SRR8175837_1,sum_SRR8175838_1,sum_SRR8175839_1,sum_SRR8175840_1,sum_SRR8175841_1,sum_SRR8175842_1,sum_SRR8175843_1,sum_SRR8175844_1,sum_SRR8175845_1,sum_SRR8175846_1,sum_SRR8175847_1,sum_SRR8175848_1,sum_SRR8175849_1,sum_SRR8175850_1,sum_SRR8175852_1,sum_SRR8175853_1,sum_SRR8175872_1,sum_SRR8175873_1,sum_SRR8175878_1,sum_SRR8175879_1,sum_SRR8175880_1,sum_SRR8175881_1,sum_SRR8175882_1,sum_SRR8175883_1,sum_SRR8175884_1,sum_SRR8175885_1,sum_SRR8175851_1,sum_SRR8175854_1,sum_SRR8175855_1,sum_SRR8175856_1,sum_SRR8175857_1,sum_SRR8175858_1,sum_SRR8175859_1,sum_SRR8175860_1,sum_SRR8175861_1,sum_SRR8175862_1,sum_SRR8175863_1,sum_SRR8175864_1,sum_SRR8175865_1,sum_SRR8175866_1,sum_SRR8175867_1,sum_SRR8175868_1,sum_SRR8175869_1,sum_SRR8175870_1,sum_SRR8175871_1,sum_SRR8175874_1,sum_SRR8175875_1,sum_SRR8175876_1,sum_SRR8175877_1,sum_SRR8175886_1,sum_SRR8175887_1,sum_SRR8175888_1,sum_SRR8175889_1,sum_SRR8175890_1,sum_SRR8175891_1,sum_SRR8175892_1,sum_SRR8175893_1,sum_SRR8175894_1,sum_SRR8175895_1,sum_SRR8175896_1,sum_SRR8175897_1,sum_TH01_S1_L001_R1_001,sum_TH02_S2_L001_R1_001,sum_TH03_S3_L001_R1_001,sum_TH04_S4_L001_R1_001,sum_TH05_S5_L001_R1_001,sum_TH06_S6_L001_R1_001,sum_TH07_S7_L001_R1_001,sum_TH09_S9_L001_R1_001,sum_TH10_S10_L001_R1_001,sum_TH11_S11_L001_R1_001,sum_TH12_S12_L001_R1_001,sum_TH13_S13_L001_R1_001,sum_TH14_S14_L001_R1_001,sum_TH15_S15_L001_R1_001,sum_TH16_S16_L001_R1_001,sum_A2_MV417A_S9_L001_R1_001,sum_A4_MV448A_S25_L001_R1_001,sum_A5_MV410A_S33_L001_R1_001,sum_A6_MV391C_s_S41_L001_R1_001,sum_A7_MV442A_S49_L001_R1_001,sum_B2_MV445A_S10_L001_R1_001,sum_B3_MV406A_S18_L001_R1_001,sum_B4_MV388C_s_S26_L001_R1_001,sum_B5_MV440A_S34_L001_R1_001,sum_B6_MV399C_s_S42_L001_R1_001,sum_B7_MV393C_s_S50_L001_R1_001,sum_C1_MV403A_S3_L001_R1_001,sum_C2_MV386C_s_S11_L001_R1_001,sum_C3_MV436A_S19_L001_R1_001,sum_C5_MV450A_S35_L001_R1_001,sum_C6_MV412A_S43_L001_R1_001,sum_C7_MV401A_S51_L001_R1_001,sum_D1_MV416A_S4_L001_R1_001,sum_D4_MV408A_S28_L001_R1_001,sum_D5_MV390C_s_S36_L001_R1_001,sum_D7_MV414A_S52_L001_R1_001,sum_E1_MV444A_S5_L001_R1_001,sum_E2_MV405A_S13_L001_R1_001,sum_E4_MV439A_S29_L001_R1_001,sum_E5_MV398C_s_S37_L001_R1_001,sum_E6_MV452A_S45_L001_R1_001,sum_E7_MV443A_S53_L001_R1_001,sum_F1_MV385A_S6_L001_R1_001,sum_F2_MV435A_S14_L001_R1_001,sum_F3_MV396B_S22_L001_R1_001,sum_F4_MV449A_S30_L001_R1_001,sum_F5_MV411A_S38_L001_R1_001,sum_F6_MV392C_s_S46_L001_R1_001,sum_F7_MV394B_s_S54_L001_R1_001,sum_G1_MV395C_s_S7_L001_R1_001,sum_G2_MV447A_S15_L001_R1_001,sum_G3_MV407A_S23_L001_R1_001,sum_G4_MV389C_s_S31_L001_R1_001,sum_G5_MV441A_S39_L001_R1_001,sum_G6_MV400C_s_S47_L001_R1_001,sum_G7_MV402A_S55_L001_R1_001,sum_H1_MV404A_S8_L001_R1_001,sum_H2_MV387C_s_S16_L001_R1_001,sum_H3_MV438A_S24_L001_R1_001,sum_H4_MV397B_S32_L001_R1_001,sum_H5_MV451A_S40_L001_R1_001,sum_H6_MV413A_S48_L001_R1_001,sum_H7_MV415A_S56_L001_R1_001
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_menzellii,5,0,0,127,88,0,15,0,0,0,0,12,290,0,0,805,41,1203,0,0,63,374,582,428,0,0,0,42,91,783,209,122,420,0,0,0,0,36,35,83,42,69,105,0,0,701,195,0,0,0,0,0,0,0,0,0,0,5,0,0,0,29,25,62,25,389,227,43,0,0,0,0,0,34,136,197,701,2877,0,779,0,0,706,0,0,9,0,0,0,1141,121,89,158,0,2251,0,0,0,0,1415,0,0,50,0,342,1498,0,0,255,0,0,0,0,62,0,0,0,335,432,38,0,0,15,46,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_pseudocostatum,6,0,0,0,984,0,0,0,0,0,0,248,196,0,0,912,91,595,0,0,0,0,48,2465,0,0,0,0,0,0,0,284,89,0,24,0,10,0,55,0,0,0,12,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,287,0,162,407,0,0,260,0,0,0,0,0,0,0,10,54,0,0,115,0,22,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_grethae,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Arcocellulus,Arcocellulus_cornucervis,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,42,0,0,0,40,0,0,89,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,319,36,0,0,93,160,12,23,9,55,0,0,46,0,0,0,14,0,415,0,0,0,74,115,182,119,31,0,0,87,0,0,0,0,422,0,0,0,337,0,0,523,0,0,0,0,0,0,1118,255,180,0,0,0,0,0,0,126,906,135,1333,53,52,135,0,74,12,0,0,471,0,0,0,0,0,0,0,0,225,0,525,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_mala,8,0,0,0,11,148,0,16,0,0,0,33,0,0,0,0,0,0,0,0,0,0,42,28,0,0,0,0,0,0,0,426,190,0,0,0,0,12,0,34,0,179,59,0,0,0,0,0,15,0,0,0,0,0,0,25,106,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,29,0,55,0,881,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,850,0,0,362,84,173,0,0,34,0,0,0,6,0,665,1178,0,0,0,217,0,0,0,1286,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_oceanica,5,31,0,0,10,58,0,0,0,104,0,76,26,14,513,26,20,42,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,85,14,90,0,45,0,0,0,32,0,0,0,0,0,0,0,19,0,47,0,0,0,0,0,0,0,0,29,53,180,0,0,0,0,0,366,0,0,0,0,0,0,108,0,0,27,0,0,0,0,0,0,31,0,1250,0,0,0,0,0,0,388,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_pseudonana,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Minidiscus,Minidiscus_trioculatus,4,490,230,0,0,0,0,0,0,55,0,0,0,89,104,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,84,132,134,0,0,0,0,0,0,140,0,0,0,0,0,0,291,231,256,0,45,0,0,0,53,144,62,43,67,0,0,0,0,0,0,65,0,0,142,0,0,0,0,0,0,0,0,0,0,0,41,0,59,138,0,64,0,0,969,0,0,0,0,0,0,0,91,85,161,0,0,94,3,0,0,0,0,0,0,0,0,0,112
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Minidiscus,Minidiscus_comicus,8,15,29,400,855,12,94,0,0,11,0,24,6,0,31,33,11,26,2,0,24,7,90,149,0,0,0,102,4,0,7,64,39,0,3,0,0,0,0,0,0,0,2,0,0,309,40,4,60,0,0,0,0,0,0,0,6,0,0,0,0,106,7,29,3,15,3,2,0,0,15,5,0,4,0,18,10,68,0,3,0,0,0,0,0,7,0,0,0,32,0,5,34,0,0,0,29,0,56,0,516,0,0,0,394,241,0,0,124,0,0,0,0,0,0,30,0,0,68,0,0,0,0,11,0,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_throndsenii,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Ochrophyta_X,Ochrophyta_XX,Ochrophyta_XXX,Pseudosolenia,Pseudosolenia_calcar-avis,21,0,0,325,0,28,713,1172,1073,369,179,19,144,0,0,521,239,493,0,0,0,199,1033,98,0,0,283,58,53,152,366,5,274,0,11,0,0,0,16,0,4,0,38,0,0,0,0,22,12,6,0,2,0,0,39,146,92,28,27,0,0,22,8,0,0,0,0,5,7,0,0,0,0,0,5,0,3,0,0,0,0,2388,0,0,186,357,0,0,6,86,0,77,0,0,0,0,205,5916,0,30,0,0,0,4,1162,0,0,1108,0,10,176,0,202,0,0,1494,611,0,0,2236,0,13,45,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Dinobryon,Dinobryon_faculiferum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,364,1023,192,484,962,319,935,857,286,107,1318,1509,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Chrysophyceae_Clade-C_X,Chrysophyceae_Clade-C_X_sp.,63,874,560,152,276,86,225,781,184,205,158,559,66,170,255,210,24,242,130,433,28,53,520,358,346,104,121,411,0,13,39,7,45,158,103,5,31,2,17,3,0,123,26,63,917,138,0,342,8,685,134,651,1002,19,440,0,11,0,7,35,20,38,3,160,31,64,26,162,450,813,167,392,345,246,589,364,68,372,3,0,160,29,0,0,21,162,0,0,100,0,2,82,117,666,17,2,307,1289,7696,268,0,637,0,98,10,0,0,67,0,924,417,0,753,0,0,0,0,691,4,0,2,0,133,28,0,338
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Acrispumella,Acrispumella_msimbaziensis,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,627,0,0,439,295,0,0,17,0,0,137,679,367,0,7,442,0,5,0,2,261,0,15,0,0,0,0,188,343,109,0,0,0,0,0,444,0,0,0,795,14,15,127,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Pedospumella,Pedospumella_encystans,4,0,0,0,7,0,0,0,0,0,0,15,2,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,14,4,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Segregatospumella,Segregatospumella_dracosaxi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Spumella,Spumella_sp.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Spumella,Spumella_obliqua,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Kephyrion,Kephyrion_sp.,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_foraminifera,13,0,0,0,0,0,0,0,0,11,3370,12,0,8,33,0,0,0,140,1014,0,20,0,28,0,4,34,37,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44,0,19,8,0,0,45,0,0,0,19,0,0,6,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,2712,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_sp.,15,21,86,0,21,13,28,0,51,72,0,71,0,53,0,54,0,52,0,10,20,0,30,11,11,0,41,66,0,11,4,0,5,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,17,0,11,0,12,0,0,0,0,0,0,16,0,30,8,137,44,6,0,0,12,34,33,56,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,5,0,0,325,0,112,204,0,0,0,0,0,0,0,64,0,40,8,0,9,0,0,0,0,0,0,0,205,0,13,91,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_imperforata,9,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,35,0,0,0,0,0,0,0,0,16
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Clathromonas,Clathromonas_butcheri,14,0,8,4,10,4,0,0,0,0,0,7,37,0,0,46,10,73,0,0,0,4,0,8,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,6,4,0,0,0,0,0,293,939,477,47,6,73,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,431,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,80,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Chrysophyceae_Clade-F_X,Chrysophyceae_Clade-F_X_sp.,36,64,185,13,28,0,9,9,0,234,58,227,29,0,35,4,6,16,0,69,7,0,0,45,78,0,0,110,0,0,0,8,11,0,14,0,0,0,0,0,0,15,0,0,120,15,0,0,0,32,122,27,110,0,35,0,0,0,0,9,0,20,0,5,7,23,0,12,38,49,0,0,0,24,75,203,0,39,0,80,18,0,0,0,26,0,0,0,157,0,0,0,411,0,0,5,0,0,2084,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,39,0,0,3,0,0,12,0,60
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-G,Chrysophyceae_Clade-G_X,Chrysophyceae_Clade-G_X_sp.,22,182,202,53,54,3,3,9,16,71,40,43,0,55,96,24,10,49,0,49,5,0,57,106,62,0,23,25,0,0,2,8,11,105,0,0,0,0,0,0,0,4,0,2,129,53,0,17,0,85,74,16,115,18,301,0,0,3,0,6,0,56,4,61,11,12,3,24,22,157,9,12,94,122,43,96,23,75,0,0,0,328,0,0,49,0,0,0,7,5,0,2,237,789,0,26,40,0,49,0,0,2,0,0,0,0,0,4,0,797,186,0,206,0,0,0,130,109,0,0,48,0,11,62,0,88
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-H,Chrysophyceae_Clade-H_X,Chrysophyceae_Clade-H_X_sp.,81,559,1794,113,82,153,183,33,119,94,197,427,9,157,166,98,0,107,209,628,15,2,63,324,679,20,245,310,0,0,37,4,4,70,126,0,42,0,9,0,0,46,26,0,639,105,0,167,8,232,241,103,433,2,35,3,0,13,0,10,3,198,2,106,17,73,57,413,143,109,40,81,146,168,143,294,29,290,0,10,318,1354,0,0,270,38,0,0,275,0,8,74,279,350,0,180,113,0,279,16,40,8,0,119,352,0,0,18,0,725,578,0,528,0,3,0,62,890,42,453,428,943,48,474,0,1316
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_XX,Chrysophyceae_XXX,Chrysophyceae_XXX_sp.,14,255,61,30,87,44,8,24,17,170,40,44,14,47,143,16,0,15,35,104,0,0,10,24,235,30,43,26,0,0,0,4,10,124,2,0,13,0,0,0,0,0,0,0,67,2,0,7,0,36,51,34,49,6,39,6,0,0,0,3,0,2,0,5,0,36,19,13,11,54,35,43,73,15,70,21,0,61,0,0,54,94,0,0,0,0,0,0,0,0,0,6,159,579,0,5,20,81,8,0,0,0,0,0,248,0,0,32,60,332,104,0,8,0,0,0,117,0,0,0,24,0,75,75,0,115
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_XX,Leukarachnion,Leukarachnion_sp.,1,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-I,Chrysophyceae_Clade-I_X,Chrysophyceae_Clade-I_X_sp.,43,134,620,67,34,35,161,13,12,47,0,131,8,46,116,66,0,56,34,29,0,0,15,202,16,0,17,38,0,0,0,2,0,37,40,0,22,0,2,0,0,6,28,0,135,17,0,3,11,25,5,51,88,0,0,15,0,5,0,3,0,210,8,83,6,21,9,91,21,0,25,23,98,151,39,203,14,35,0,0,22,265,0,316,0,0,0,0,0,55,0,36,94,35,0,264,24,0,0,0,18,3,0,0,4,0,0,56,0,41,0,0,97,0,0,0,25,191,0,0,0,17,27,120,0,174
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-B2,Cyclonexis,Cyclonexis_annularis,6,0,28,20,7,42,32,19,22,0,3,11,0,0,0,6,0,5,0,13,28,0,4,15,13,0,25,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,11,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6,0,0,0,0,0,0,0,10,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-B2,Chrysamoeba,Chrysamoeba_pyrenoidifera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-B1,Chromulina_Clade-B1,Chromulina_sp.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,24,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-B1,Chrysonebula,Chrysonebula_sp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-E,Chromulina_Clade-E,Chromulina_chionophila,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-E,Chromophyton,Chromophyton_vischeri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
